"id"	"novel_name"	"novel_author"	"novel_click"	"novel_count"	"novel_type"	"novel_recommend"	"novel_detail"	"time"	"url"
"212"	"龙魂."	"最终信号"	"43.1万点击"	"59.1万字"	"[玄幻, 废材流, 练功流, 升级, 修仙]"	"33推荐"	"  无数灵魂之力，在天上汇聚成魂之长河。武者利用灵魂力量，燃烧血脉，操纵自然之力。强者们与魂之长河中的圣灵订下契约，相传有开山裂地、翻江倒海之能。人们组建狩魔殿，猎杀魔兽，取得魔晶，制造魔晶武器，威力无穷。一位没落家族的少年萧楠，体内封印着异界的龙魂。一切的术法和战技、一切魔晶装备、一切强者，在萧楠的封龙之力面前，都要俯首称臣！ "	"更新时间：2019-03-20 23:02:26"	"http://www.shuhai.com/book/185.htm"
"213"	"道士诡秘手札"	"枫叶恋秋落"	"194.5万点击"	"114.6万字"	"[悬疑, 道士]"	"82推荐"	"  我天生就是瞎子，生下来就被父母遗弃，但这些并没有阻碍我活在这个人世。  我养父是个道士，他帮我借了双眼睛，当然肯定不是跟人借的，要求是要在家里供奉它的长生牌位，一天三柱香。他本想让我像普通人一样生活，却事与愿违，我的人生终究彻底转了向…… "	"更新时间：2016-06-30 22:48:55"	"http://www.shuhai.com/book/37349.htm"
"214"	"筑天神帝"	"郎伯月"	"512.9万点击"	"110.6万字"	"[玄幻, 轻松]"	"16206推荐"	"  鸿蒙破碎之时，飞出一块奇石，得之可证道称帝。  苍莽宇宙，群星璀璨，万族争霸，一条通往长生的星路，东极神窟，西极魔原。  一个地球灵魂携着这块神石，穿越到一颗遭封印的弃星，附体在一个小家族废柴身上，内忧外困，四面楚歌。且看他如何从卑微迈向巅峰，打破封锁踏星路，称霸神窟，横扫魔原，成就筑天传奇！  人心叵测万重山，一念神魔天地朽。  初心不改破万难，一朝登顶筑乾坤。 "	"更新时间：2017-09-25 13:35:11"	"http://www.shuhai.com/book/40324.htm"
"215"	"九拳古帝"	"八爪鱼"	"238.5万点击"	"184.9万字"	"[玄幻, 强者, 战神]"	"23推荐"	"  炼尊唐牧，死于红颜之手，重生在百年后，势必要报仇！别人求宝，唐牧炼宝！这一世，要上九重天，杀个血雨腥风。 "	"更新时间：2020-11-02 17:02:10"	"http://www.shuhai.com/book/46444.htm"
"216"	"九转阴阳诀"	"红梦"	"231.9万点击"	"95.9万字"	"[玄幻, 强者]"	"48推荐"	"  “夜半走路莫回首，南阴山前不停留。缺雨不求泥神像，只待朝下红灯头”一个山村里的俗语谜团，被出生在这个村里的殷宇全一一揭开。 "	"更新时间：2018-12-29 09:06:07"	"http://www.shuhai.com/book/46222.htm"
"217"	"万域玄神"	"天若止水"	"23.0万点击"	"12.1万字"	"[玄幻, 系统, 废材流, 爽文, 坚毅]"	"228推荐"	"  苍穹掩虚道，万物蕴其规；  乾坤相顺逆，本源锋成锐。  拔剑破苍穹，空指动乾坤；  鸿蒙定天下，法则争相归。  少年穷失意，似也若有无；  人生既如此，谁知吾心思？  奈何奈落倒，亦也浮云造；  希冀在绝望，一念亦复燃。  万域之中，无数世界矗立。  位面，纵横交错，无数精彩照耀。  吾非此中人，定要到那更高处。  竭吾力之毕生，立天地之悠然。  万域，定是吾主宰。 "	"更新时间：2019-10-03 23:48:39"	"http://www.shuhai.com/book/55048.htm"
"218"	"酒店秘事"	"肥仔大圣"	"61.0万点击"	"87.1万字"	"[都市, 回归, 热血, 无敌流]"	"5665推荐"	"  酒店秘事，  写透酒店的潜规则，  和不为人知的秘密。 "	"更新时间：2021-01-24 22:23:14"	"http://www.shuhai.com/book/56753.htm"
"219"	"巨鳄风暴"	"君莫舞"	"23.5万点击"	"88.6万字"	"[玄幻, 系统, 升级, 爽文, 铁血]"	"22推荐"	"  陈阳从人类转生为鳄，携带基因成长系统，从一条小鳄鱼，成长为万古巨鳄。凶兽咆哮声中，高举至高神座，成就无敌风采。 "	"更新时间：2020-04-01 19:02:21"	"http://www.shuhai.com/book/56996.htm"
"220"	"我有一辆天医垃圾车"	"上上乾"	"21.2万点击"	"57.4万字"	"[都市, 神医, 系统, 勇猛]"	"5推荐"	"  医科大学的毕业生万白，怀着一颗悬壶济世的心，却被安排回收医疗垃圾，终日不得志。  没想到“叮”的一声，垃圾车居然成了宝贝！  幽明眼，极影手术刀，纳米级生化铁线虫……  各种神秘强大的医疗道具层出不穷。  医界各大泰斗：“万神医，华夏医界需要您的振兴啊！怎么能让您回收垃圾啊？”  万白脸色狂变！  “都别动我的垃圾车，我就要捡垃圾！” "	"更新时间：2021-02-10 08:00:00"	"http://www.shuhai.com/book/91028.htm"
"221"	"黑白线人"	"三更伥鬼"	"11.4万点击"	"92.0万字"	"[悬疑, 凶案, 刑侦, 特工]"	"183推荐"	"  在跨国人口贩运集团卧底三年的警察何黎，意外获悉该集团将有大宗人口贩运计划，为了阻止这次计划，以及捣毁该跨国人口贩运集团，何黎负重前行，然后留给他的时间，已然不多…… "	"更新时间：2021-11-10 09:31:00"	"http://www.shuhai.com/book/101511.htm"
"222"	"无限：直播作死"	"墨家公子"	"40.8万点击"	"57.4万字"	"[都市, 校园, 直播, 嚣张]"	"27推荐"	"  凌峰绑定了神奇的直播作死系统。  为了活下去，不得不完成各项苛刻的作死任务。  【叮，请宿主从楼顶跳下去】  【叮，请宿主在百米高楼引体向】  【叮，请宿主高空跳伞不带伞】  【叮，请宿主深浅不带氧气瓶】  直播作死的过程，凌峰每一次都是认真的…… "	"更新时间：2021-05-09 17:36:19"	"http://www.shuhai.com/book/101547.htm"
"223"	"玄幻：开局召唤女神"	"迷糊的三水"	"13.0万点击"	"10.2万字"	"[玄幻, 系统, 召唤流, 扮猪吃虎, 单女主]"	"1推荐"	"  穿越到玄幻世界，张阳成了史上最惨太子。  【叮，获得九品沧澜神女！】  意外觉醒系统，可每天不是在跑就是在被追杀的路上。   “弟弟，先别杀了，咱好好坐下来说说不行吗？”  “爹，我真是被冤枉的，你让你大军撤了吧！”  “等等，绝世天才？你绝世天才你不好好修炼你追我干什么？”  张阳看着追杀自己的人群，摸了一把老泪。 "	"更新时间：2021-12-03 21:33:14"	"http://www.shuhai.com/book/104948.htm"
"224"	"全运会之陕军战狼"	"48号大脚"	"10.8万点击"	"57.3万字"	"[竞技, 热血, 竞技, 十四运]"	"121推荐"	"  沈识重生全运会，继续完成未完成的梦想！  带领陕西全运会三人制男子篮球队从建队开始，一路经历联赛、海外拉练，最后征战全运会并且获得最后的总冠军！ "	"更新时间：2021-12-27 21:00:00"	"http://www.shuhai.com/book/109920.htm"
"225"	"摸金秘记"	"张家四叔."	"173.7万点击"	"200.4万字"	"[悬疑, 热血, 盗墓]"	"3931推荐"	"  【精品买断盗墓类作品】  【张家四叔2016年全新力作，问鼎盗墓类小说“终极”！】  一具极美女尸的出现，打破了我原本的平凡生活，身怀家传的盗墓秘诀，打开封藏千年的古墓皇陵，寻觅埋葬于地下的珍奇异宝，解开无法触及的谜底。 "	"更新时间：2023-02-12 15:30:00"	"http://www.shuhai.com/book/39448.htm"
"226"	"神级召唤师"	"萧秋雪"	"75.1万点击"	"98.5万字"	"[玄幻, 法师, 励志]"	"24推荐"	"  他拥有这个大陆最神秘的神谕，他拥有这个大陆最离奇的召唤术。芳华绝代的圣骑士，美艳天下的亡灵少女，妖娆妩媚的兽女，灵气逼人的精灵，连最神秘的海妖，都在他的权杖下苏醒！ "	"更新时间：2020-11-02 10:37:48"	"http://www.shuhai.com/book/366.htm"
"227"	"修仙之剑破九霄"	"沉睡"	"176.3万点击"	"93.2万字"	"[玄幻, 废材流, 练功流, 升级, 修仙]"	"3774推荐"	"  宋辰，自小经历灭门之灾，却在逃命途中误食仙人遗宝，吞噬天地精华，炼化仙人遗骸，修上古剑术，上九霄、战天下！  剑斩天河星辰，身渡轮回万劫，任你世家豪门、不惧妖孽天才，掌控天地，万古无敌！ "	"更新时间：2020-11-03 13:07:01"	"http://www.shuhai.com/book/783.htm"
"228"	"极品小职员"	"济水"	"44.6万点击"	"100.6万字"	"[都市, 励志, 轻松, 嚣张, 狡猾]"	"140推荐"	"  凌志，一个街头小痞子，为了一个赌约硬着头皮参加集团招聘。居然会“斩荆披靡”混入遥不可及的集团，成为了一名正式职员。职场的尔虞我诈勾心斗角，让他明白了很多。众人猜疑排挤都没能让他退缩，却偏偏被无故卷入说不清的情感纠葛，最终无奈的离开集团。  爱情，事业或许随他的离开都消失了，不料在一次拳击比赛中，又阴差阳错的让他再次回到集团。妒忌诽谤、恶语中伤，让他彻底痞性大发奋力反击。  一连串本不该发生的错误，让他彻底成熟起来，也找到了真正适合自己的位置，并在乱花渐欲迷人眼的美女之中收获到属于自己的幸福爱情。 "	"更新时间：2019-05-15 03:06:15"	"http://www.shuhai.com/book/1201.htm"
"229"	"不灭魂帝"	"风月无情"	"275.6万点击"	"121.0万字"	"[玄幻]"	"133推荐"	"  万物有天地本源化生而成。身是生命之本，魂是生命之源。修行便是要壮源还本，朔本归源，本源合一，方可长生不死，神通造化，通达万界，超脱天地，不入轮回。故事从天魂大陆上，一位意外获得吞天兽魂珠重生的少年说起…… "	"更新时间：2019-01-31 22:00:00"	"http://www.shuhai.com/book/46397.htm"
"230"	"万古杀神"	"第二奖状"	"217.7万点击"	"160.5万字"	"[玄幻, 铁血]"	"176推荐"	"  杀神重生附体废物少主身上，并得到半神格传授心法秘笈九玄踏天诀修炼，一朝觉醒至尊杀魂，铸成霸血神体，碾压天骄，爆打对手，横扫九天十地。 "	"更新时间：2018-03-31 22:00:00"	"http://www.shuhai.com/book/40854.htm"
"231"	"神宠进化时代"	"天清"	"28.8万点击"	"97.1万字"	"[都市, 校园, 系统, 爆笑, 轻松]"	"11推荐"	"  豪门大少从小被抛弃，变成了农村屌丝青年！  无意间，拥有进化系统！  蛇化蛟，蛟变龙！  章鱼？我去，那个叫国际金牌乐器家！  一头野猪？不，人家尊称—科技博士  平头哥？不，他是吃货眼中的全球厨圣！  “就算是苍蝇，我也能够让它变成一个传奇！”鲁明。  从此，怀抱美人，脚踏仇人。走上全球第一少爷的逆袭之路了！ "	"更新时间：2019-08-31 22:04:52"	"http://www.shuhai.com/book/52552.htm"
"232"	"地骨相师"	"开水豆腐"	"21.0万点击"	"106.6万字"	"[都市, 盗墓, 风水, 冒险]"	"67推荐"	"  地骨相术出自《地骨志注》，为天书卷一，艰涩难懂，为阴宅吉凶而生，为天下福寿而定。 "	"更新时间：2019-11-11 18:49:01"	"http://www.shuhai.com/book/54416.htm"
"233"	"开山祖师爷"	"问海"	"56.7万点击"	"117.5万字"	"[玄幻, 系统, 升级, 无敌流, 爽文]"	"56推荐"	"  意外穿越到异世界当中的杨尘，拥有‘最强祖师爷系统’，别人收徒靠能耐，他专靠忽悠！  【叮，恭喜宿主收徒成功，系统奖励999米屠龙刀一把】  每多收一个徒弟就会让自己的资质加强一倍？修炼速度成几何速度增长！  这也太强了！  ……  自即日起，整个灵神大陆都会记住，有一个叫做‘藏剑山庄’的宗门，谁也惹不得！ "	"更新时间：2020-03-31 18:29:35"	"http://www.shuhai.com/book/56701.htm"
"234"	"天降豪婿"	"流云."	"52.6万点击"	"93.6万字"	"[都市, 逆袭, 爽文]"	"268推荐"	"  有的人在家人眼中是废物、丈母娘眼中的耻辱、老婆心中只会吃软饭的男人。背地里却是国内最大家族的首席继承人，拥有富可敌国的金钱。然而他只想要她大声地愤怒、欢笑、要她灿烂像年少，要她无所顾忌、从不管风往哪飘。他给她开路，也是她永远的退路。 "	"更新时间：2021-11-01 11:30:00"	"http://www.shuhai.com/book/58038.htm"
"235"	"山海桃源"	"景明冉亓"	"25.5万点击"	"108.8万字"	"[都市, 山村, 励志, 脑洞满天飞, 大佬传承]"	"77推荐"	"  【2020年火爆正能量种田文，带你感受田园风光，体验山海逍遥生活】  山野少年偶得白泽灵珠，获得上古山海幻境空间。创业发家，寻龙探宝，逍遥生活，一步步走上人生巅峰。  幻境无边，世间多奇，一方山水，逍遥自在。 "	"更新时间：2021-02-16 09:00:00"	"http://www.shuhai.com/book/59164.htm"
"236"	"恐怖电影系统"	"老九猫"	"81.0万点击"	"133.5万字"	"[都市, 系统, 逆袭, 嚣张, 加属性]"	"544推荐"	"  当人们看见站在顶点的人，只能看到他一身的光辉，羡慕他的伟大，却看不见他身下阴霾悲哀和血骨累累的枯骨。 "	"更新时间：2021-05-14 09:31:00"	"http://www.shuhai.com/book/90470.htm"
"237"	"玄幻：我重生了十万次"	"问海"	"21.2万点击"	"112.0万字"	"[玄幻, 系统, 修仙]"	"180推荐"	"  “周天昊，我乃万里挑一的修行天才，你怎么跟我比？”  周天昊冷笑，老子分分钟就能用系统将根骨提升到绝世罕见！  “周天昊，我修为已达七星境，你认输吧！”  周天昊冷笑，老子分分钟就能用系统将修为提升到八耀境！  “周天昊，这次你必死无疑！”  周天昊冷笑，死怕什么，大不了老子再重活一次！  一切，从轮回系统说起…… "	"更新时间：2021-03-29 11:30:00"	"http://www.shuhai.com/book/90492.htm"
"238"	"武霸乾坤"	"白龙马"	"65.4万点击"	"92.6万字"	"[玄幻, 废材流, 练功流, 升级, 修仙]"	"15推荐"	"  在这个以武入道的世界，天才少年陈子生不小心被害，失去了全身修为，机缘巧合下进入家族的“轮回洞天”内获得朱雀心诀，并且在三千蛮荒之地结识九尾灵狐，经过层层锤炼之后，从此纵横天下，霸气乾坤！ "	"更新时间：2019-06-20 17:56:37"	"http://www.shuhai.com/book/470.htm"
"239"	"灵车"	"茶楼更夫"	"411.2万点击"	"135.6万字"	"[悬疑, 凶案]"	"3413推荐"	"  当网络‘专车’开始大行其道时，我也很荣幸地加入了其中。可是我开的奔驰车，是一个我不认识的人赠送给我的，我能接到的订单都是自动生成不受我控制。后来我才知道，那辆车的前面几任车主，都没得善终…… "	"更新时间：2016-04-19 11:24:00"	"http://www.shuhai.com/book/37558.htm"
"240"	"武破巅峰"	"初羽之神"	"47.0万点击"	"153.8万字"	"[玄幻, 武术, 练功流, 坚毅]"	"104推荐"	"  神州大陆，万年前的灾难在万年后的今日将会重蹈覆辙吗？  红颜相伴，兄弟之情。只会让这次的历险变得更加有意思。  磨世盘：魂戒、三相石。  上古神器，四上古神兽。当这世间的四种最强大的力量融合石，将会重写改写天地。  李君生，一个转世而来的普通男人。他却肩负着救世、创世的重担，或许中间的坎坷让他曾想要放弃，可是有着无数人鼓励他，帮助他，帮助他一步步走向世界的巅峰。  站在山峰之巅，袖手看天下万间灯火，这位神话般的人物，终于露出了欣慰的笑容。 "	"更新时间：2021-02-23 11:37:05"	"http://www.shuhai.com/book/2077.htm"
"241"	"修仙高手重回都市"	"杨昊翰"	"158.6万点击"	"48.3万字"	"[都市, 回归]"	"30推荐"	"  天道有缺，人生有憾，重生归来，再搅风云，成就无憾人生；家破人亡，小人得志，武神降临，雪耻杀敌，再现天人之乐。无形装逼最为致命，小弟被折服，美女被征服，让我们一起走进林凯高逼格的人生。 "	"更新时间：2018-05-15 12:00:00"	"http://www.shuhai.com/book/45497.htm"
"242"	"无上丹帝"	"66皓"	"176.1万点击"	"50.1万字"	"[玄幻]"	"7推荐"	"  带着融合异能穿越异界，箫宇表示压力不大。  “天才，在我面前都是浮云。”  “不服，我专门治各种不服。”  “万域之中，我为丹帝！”  箫宇如是说道。 "	"更新时间：2018-09-03 13:32:17"	"http://www.shuhai.com/book/46212.htm"
