"id"	"novel_name"	"novel_author"	"novel_click"	"novel_count"	"novel_type"	"novel_recommend"	"novel_detail"	"time"	"url"
"155"	"龙魂战皇"	"紫峰"	"64.3万点击"	"147.1万字"	"[玄幻, 神医, 练功流, 升级]"	"183推荐"	"  人聚力为山，晋仙者不死，仙凝魂永生，封神以求不灭。  凡，仙，神三界将灭，域外星火降世，落魄少年寻身世，定生死，逆乾坤。  三界不稳毁灭重生，迷雾重重只求踏出一步，仙随我意神由吾封。 "	"更新时间：2021-02-28 10:31:00"	"http://www.shuhai.com/book/58555.htm"
"156"	"苍天霸体诀"	"亮亮生辉"	"40.5万点击"	"92.4万字"	"[玄幻, 练功流, 强者, 无敌流, 坚毅]"	"27推荐"	"  一念间，天翻地覆，一念间，沧海桑田，上可九天揽月，下可入海擒龙。苍天之上，芸芸众生，我为霸主！ "	"更新时间：2021-06-30 11:30:00"	"http://www.shuhai.com/book/101479.htm"
"157"	"重启1993"	"陈小九"	"31.0万点击"	"38.3万字"	"[都市, 软件, 励志]"	"5推荐"	"  孤独终老的亿万富豪，穿越90年代，重生书写自己的人生，亲情、爱情、友情，一样也不能少，从重圆大学梦，再继前生情。  与二马合作打造互联网帝国，与科学家联手，开发芯片科技兴国，让世界知道，东方巨龙腾飞，势不可挡。 "	"更新时间：2021-11-20 12:50:00"	"http://www.shuhai.com/book/103815.htm"
"158"	"不灭神印"	"戏风"	"168.5万点击"	"158.1万字"	"[玄幻, 武术, 强者, 修仙, 逆袭]"	"135推荐"	"  云天野无意中买到一块奇怪牌子，在一次意外穿越到了一个叫封印大陆的世界，并且占据了一同名是云天野的少年身上。  可却不想卷入到一场家族争夺的阴谋，前身的那个云天野倒霉蛋被人忽悠进入了凶兽出没卓尼森林中，幸得主角带着那块奇怪的牌子穿越而来，并且奇迹般地觉醒成为一名印者，开始踏上了强者之道。 "	"更新时间：2014-10-31 23:40:40"	"http://www.shuhai.com/book/2122.htm"
"159"	"零号剑神"	"画帝为牢"	"31.0万点击"	"11.6万字"	"[玄幻, 武术, 强者, 热血, 爽文]"	"21推荐"	"  命运的十字轮在百年之后再度转动，那些改变世界的‘它们’在悄然崛起。  大玉十二年。  暴雪中，一口王族棺椁被运出，总路程九千三百公里。 "	"更新时间：2022-04-13 07:46:18"	"http://www.shuhai.com/book/110411.htm"
"160"	"神级监护人"	"梅念寒"	"80.5万点击"	"55.3万字"	"[都市, 兵王, 保镖, 强者, 回归]"	"26推荐"	"  秦飞扬本是天之骄子，一夜之间跌落尘埃，父母双双去世，被迫入伍从军，成为一代至尊兵王！  十年之后，带着战友的遗愿重返都市，秦飞扬成为一对姐妹花的监护人。  曾经的那些仇敌们，颤抖吧！ "	"更新时间：2022-02-18 16:29:37"	"http://www.shuhai.com/book/109915.htm"
"161"	"九转龙帝"	"幕末机关梭"	"100.0万点击"	"100.8万字"	"[玄幻, 升级, 战神, 争霸]"	"282推荐"	"  这个故事是续写人的另外人格之力，打开多重人格，进行多重修炼，以凡人为基，战八荒，斗虚空，与上古神、魔、妖激战苍穹。 "	"更新时间：2019-01-31 14:15:00"	"http://www.shuhai.com/book/46470.htm"
"162"	"断命相师"	"截教月半散仙"	"89.3万点击"	"28.6万字"	"[悬疑, 风水, 冒险, 探宝, 猥琐]"	"3835推荐"	"  断风水者，一生注定五弊三缺，而我天生时辰八字命格不全，活不过三十岁，还有九年，我机缘被人算计踏上风水相师这条路，开启老宅尘封多年的‘断命残篇’，要想活下去，我必须找到断命残篇下部，逆天改命。 "	"更新时间：2020-09-29 13:45:18"	"http://www.shuhai.com/book/58942.htm"
"163"	"狂神捕鱼系统"	"畋猎"	"121.7万点击"	"65.2万字"	"[玄幻, 系统, 热血, 软件, 爽文]"	"51推荐"	"  林天：“美女，我看你印堂发黑，大凶之照！我这里有特制宝物可帮你抵挡此劫，你要不要试试？”美女面红耳赤：“流氓~”快步离去林天：“小子，我看你骨骼惊奇，但是血脉不好，这里有一份逆天血脉，你要不要试试？”小孩：“我妈妈说主动贴上来的都不是好人，骗子！”骂完跑了！林天无奈，45度角仰天长叹：“系统出品，必定精品，为什么你们都不肯给我个机会证明我自己呢？唉，我还是回去继续打炮吧~” "	"更新时间：2018-12-31 20:04:00"	"http://www.shuhai.com/book/46431.htm"
"164"	"盗墓笔记之迷途"	"月下肆"	"110.9万点击"	"39.9万字"	"[同人, 盗墓]"	"279推荐"	"  《盗墓笔记》同人小说  原作：南派三叔  封面绘图：稀饭  一群由于种种原因已解散，QQ二群（迷勒个二周途：****）欢迎加入，加群请写验证，谢谢！  保佑不收藏不推荐的被粽子追23333  这不是很正很正完全不腐的盗墓，科学，探险，风水，考古，推理，悬疑等等等题材小说，XD窝是说真的！ "	"更新时间：2020-11-03 13:08:05"	"http://www.shuhai.com/book/8476.htm"
"165"	"凶案现场"	"月半墙"	"685.7万点击"	"105.9万字"	"[悬疑, 精品, 名家]"	"5901推荐"	"  一个个惊奇诡异的案子，  一段段曲折离奇的故事。  是巫术，是鬼怪，还是伪科学？  生和死，善或恶，有时就在一念之间。  案子或许终有破获的那天，  人心究竟如何洞察？ "	"更新时间：2020-12-08 14:44:39"	"http://www.shuhai.com/book/37784.htm"
"166"	"天武乾坤"	"龙空葫芦娃"	"222.0万点击"	"92.8万字"	"[玄幻, 废材流, 练功流, 升级, 修仙]"	"583推荐"	"  武尊？算个鸟！曾经上千个武尊跪在我面前叫我老大！  武宗？那又怎样？劳资抖抖手直接一概轰杀！  谁敢在我面前嚣张，直接打得他爹妈都不认识！  天生不凡，宁死不凡！都给我听好了，我宁不凡回来了！誓要扭转乾坤，傲视天下。识相的排排站好，一人发本功-法秘籍，不识相的，准备唱《就这样被你征服》！ "	"更新时间：2020-11-02 17:32:53"	"http://www.shuhai.com/book/177.htm"
"167"	"镇神纪"	"江湖悠悠"	"112.9万点击"	"151.9万字"	"[玄幻, 练功流, 升级, 强者, 爽文]"	"57推荐"	"  少年偶得一块奇异金属，被人迫害却涅槃重生，自此人生发生巨大改变，一路踏天骄、败妖孽，独战七圣五王、力挫人皇大帝，登临绝巅！  可他并不知道，冥冥之中有天意，让他如此之强的，也正着手将其毁灭……  神心之恶，尤胜凡人！  能否揭开那些不为人知的神裔秘密，能否真正的把命运握在自己手中，能否结束那种万千生灵被神裔肆意摆布的悲哀局面……且看主角沈青步步执掌星河，让那诸天仙神烟消云散！ "	"更新时间：2019-07-09 16:05:02"	"http://www.shuhai.com/book/46461.htm"
"168"	"乡村小河神"	"一剪松"	"57.4万点击"	"114.3万字"	"[都市, 小农民, 山村]"	"53推荐"	"  林寻偶得河神传承，发家致富就在眼前，开直播间，种田，养鸡养鸭，我上我也行。 "	"更新时间：2020-12-09 20:42:00"	"http://www.shuhai.com/book/58553.htm"
"169"	"医婿无双"	"梨白"	"50.1万点击"	"89.9万字"	"[都市, 神医, 热血, 扮猪吃虎, 爽文]"	"112推荐"	"  为了报恩，身为国医大师的苏云，隐姓埋名，忍辱负重成为洛城医学世家夏家的女婿……  三年来，苏云本想以普通人的身份和他们相处，换来的确实羞辱谩骂和无尽的白眼……  终于苏云决定摊牌了…… "	"更新时间：2021-01-31 16:05:00"	"http://www.shuhai.com/book/59173.htm"
"170"	"开局签到万剑归宗"	"日月同辉"	"76.4万点击"	"110.1万字"	"[玄幻, 丹药, 升级, 热血, 腹黑]"	"165推荐"	"  修行天才叶浪惨遭未婚妻背叛，一身修为被废，沦为废人，更连累亲生父亲身中剧毒，整个家族存亡危在旦夕……  关键时刻，绑定签到系统，踏上强者之路……  “昔日你将我踩在脚下，碎我一身傲骨。今朝我王者归来，便要你如烂泥一般，被世人践踏千年万年……” "	"更新时间：2021-11-30 21:22:35"	"http://www.shuhai.com/book/101674.htm"
"171"	"太古狂神"	"日月同辉"	"90.8万点击"	"162.7万字"	"[玄幻, 修仙, 爽文, 剑, 霸气]"	"476推荐"	"  纵横八荒已称王，傲立仙道为绝巅。  少年自大荒中崛起，一路高歌猛进，恣意嚣狂，战天骄、斗诸圣、灭神魔、败万族…… "	"更新时间：2020-04-30 21:33:00"	"http://www.shuhai.com/book/48190.htm"
"172"	"无上斗魂"	"石锅里的鱼"	"1174.6万点击"	"326.4万字"	"[玄幻, 战神, 修仙]"	"6968推荐"	"  这是一个神奇的斗气世界，人们觉醒了千奇百怪的强大斗魂；这里有数不胜数的强大传承，让无数高手趋之若鹜。少年石天一朝崛起，奇遇不断，得惊天屠刀暗月，夺动地长剑弑神，铸撼魂神来之笔，醒骇世无上斗魂，练强大星月圣典，拥神奇五叶奇莲，战无敌众神之巅，永傲世龙吐莲花。 "	"更新时间：2020-04-08 14:05:56"	"http://www.shuhai.com/book/44109.htm"
"173"	"锁王"	"微尘"	"411.2万点击"	"91.1万字"	"[都市, 强者, 热血, 炼器, 碾压]"	"135推荐"	"  惨遭杀害的父亲，潜伏的杀手女友，接二连三的遭到陷害，七星锁的背后到底是什么样的秘密？父亲临终叮嘱切不可打开七星锁，主角又该何去何从？ "	"更新时间：2018-07-30 22:20:00"	"http://www.shuhai.com/book/45572.htm"
"174"	"诡案凶迹"	"鬼家公子"	"64.6万点击"	"109.2万字"	"[悬疑, 凶案, 刑侦, 冒险, 机智]"	"505推荐"	"  邮寄死者牙齿和肋骨的凶手家里，还有恐怖精神病院森林同时发现多名警员失踪，警局局长刘森看视频无声身亡，女儿刘思梦被抓收监。  我被怀疑是凶手逃跑到精神病院，一个可怕的杀人取肋制弦案浮出水面。  正紧急逃避警方追查的我，一个名声优越的精英顾问在家工作致死，三个网红同时诡异自杀。  经过我的调查，同时为自己洗脱罪名，发现这是以赎罪重生来教化信徒的连环病毒杀人案。  最大的敌人是自己，心理罪恶。  所有鬼家公子独家签约作品，希望新老读者继续阅读，谢谢支持！！QQ****。  新版恐怖刑侦小说《诡案凶迹》将为大家逐一揭开那些世界未解的惊悚悬案！！ "	"更新时间：2019-06-02 12:00:00"	"http://www.shuhai.com/book/48605.htm"
"175"	"神医小农夫"	"方长"	"176.7万点击"	"108.4万字"	"[都市, 神医, 兵王, 小农民, 丹药]"	"45推荐"	"  一代兵王神医唐渊，因为战友意外牺牲而退伍。  为了照顾战友在乡下的亲人，唐渊来到偏僻林家村。  且看唐渊搞农业，发展旅游，将偏僻荒芜的林家村建立成一个世外桃源。  我本清心寡欲，隐居山林，奈何一身起死回生的神奇医术，招来无数桃花。  “这位美女，我只是把个脉，快把衣服给穿好啊” "	"更新时间：2020-02-09 13:10:47"	"http://www.shuhai.com/book/54631.htm"
"176"	"我能扛住最毒的打"	"夜雨江湖十年梦"	"25.3万点击"	"99.8万字"	"[玄幻, 系统, 战神, 无敌流, 脑洞满天飞]"	"172推荐"	"  出最肉的装，挨最毒的打！挨打就能变强，一时挨打一时爽，一直挨打一直爽！ "	"更新时间：2021-06-30 23:08:00"	"http://www.shuhai.com/book/58878.htm"
"177"	"摊牌了：我有神凰火灵之体"	"青山未隐"	"45.2万点击"	"107.1万字"	"[玄幻, 升级, 强者, 爽文, 脑洞满天飞]"	"46推荐"	"  别人穿越，开局奖励都是固定的，而林星辰却能自己选择。  不灭神凰之体。  圣体霸天决。  至尊神器苍龙。  上古荒兽灵宠。  一切选项不用看，哪个奖励最牛就选哪个。  三皇五帝十二君王，你们被称之为大陆最强？逐鹿天下？  不好意思，我的选项是干翻你们。 "	"更新时间：2021-11-11 23:27:17"	"http://www.shuhai.com/book/101519.htm"
"178"	"玄幻：无敌从收徒开始"	"玖柒"	"51.9万点击"	"53.4万字"	"[玄幻, 升级, 强者, 大佬传承]"	"12推荐"	"  “纳尼？我在棺材里？”  王玄异界重生，直呼内行。  开局就要收徒，还是一个盗墓贼？  “叮，收徒成功，巅峰力量恢复。”  “叮，收徒成功，活白骨神药领取。”  “叮，收徒成功，九天玄功领取”  ……  收徒就变强！  王玄美滋滋 "	"更新时间：2021-05-27 23:34:55"	"http://www.shuhai.com/book/101562.htm"
"179"	"以力成圣"	"逆苍穹"	"94.6万点击"	"85.2万字"	"[修真, 武术, 修仙, 励志]"	"128推荐"	"  修士，以力证道……  而修身者，则把身体力量的极限，发挥到顶点……  看华夏武修者，如何在异世大陆的傲视天下，尽在《以力成圣》…… "	"更新时间：2020-10-16 16:58:19"	"http://www.shuhai.com/book/487.htm"
"180"	"人皮画"	"毛豆max"	"307.7万点击"	"128.9万字"	"[悬疑, 道士, 神符, 风水]"	"7推荐"	"  故事从孟烦收到一张人皮画开始说起，在上面他知道了自己爷爷留下来的遗言中的地点，当孟烦踏上旅程之后，没想到…… "	"更新时间：2021-02-04 17:50:30"	"http://www.shuhai.com/book/45946.htm"
"181"	"奇案九组"	"炒扎粉加肉"	"28.6万点击"	"113.4万字"	"[都市, 凶案, 刑侦, 爆笑, 机智]"	"22推荐"	"  龙杀人，校园不可思议闹鬼杀人，隔空杀人，山城占星术杀人，人体自燃杀人案，预告杀人。  悬而未解的诸多奇案，精妙又不可思议的诡计，完美无缺的不在场证明，只有上帝能犯下的案件。  一个被害妄想症，漠视人命的侦探，一个初入警职的菜鸟警察，一个脑神经出问题的怪人打手，他们该如何一步步破解奇案，揭开看似不可能的真相，拷问人性中最丑恶的一面，最终一步步步入无法挽回的终点。 "	"更新时间：2019-10-19 20:59:08"	"http://www.shuhai.com/book/52531.htm"
"182"	"极品锦鲤员工"	"向左看寂寥"	"97.1万点击"	"147.5万字"	"[都市, 扮猪吃虎, 逆袭]"	"155推荐"	"  我想死，想最后享受一场然后去死，所以我找了我们这最高级的酒店。  可是结果和我想象不一样，因为太穷，我被扔在女人堆里做了服务员，我以为我完了，谁知道，这才是我牛逼人生的开始。 "	"更新时间：2020-10-31 11:30:00"	"http://www.shuhai.com/book/58556.htm"
"183"	"玄幻：开局垂钓荒古圣体"	"雨打芭蕉"	"50.8万点击"	"113.7万字"	"[玄幻, 练功流, 热血, 争霸, 坚毅]"	"71推荐"	"  三年血拼，却反遭算计，夺走火灵骨，还要被血炼……  林耀阳表示不服。  开启世界海，垂钓万界，超凡成仙，走上一条无敌之路。 "	"更新时间：2022-03-24 14:33:37"	"http://www.shuhai.com/book/104870.htm"
"184"	"九劫真仙"	"幻星尘"	"529.0万点击"	"217.7万字"	"[修真, 精品]"	"575推荐"	"  秦宇轩，一个资质平庸的普通少年，却突然被云家的大小姐看中，成为其替身未婚夫，这其中，倒底有何秘密？  原本应该在云家倍受欺凌，甚至早就死于非命的秦宇轩，却奇迹般的依靠父母留下的乾坤戒，改天换命，逆袭成功。这乾坤戒中，究竟蕴藏着什么奥妙？  请看一位普通的修仙少年，从平凡到天才，从默默无闻到三界至尊，踩遍天下高手，虐尽宇内神魔的崛起历程。 "	"更新时间：2021-05-06 10:57:41"	"http://www.shuhai.com/book/37559.htm"
"185"	"符镇乾坤"	"一棵小葱"	"77.9万点击"	"154.3万字"	"[玄幻, 升级, 战神, 修仙, 剑]"	"343推荐"	"  天降九道神符，可改天换地、可降妖伏魔、更可一统天下，金若风能否完成这千百年无人能够做到的事情呢？ "	"更新时间：2019-07-13 18:01:00"	"http://www.shuhai.com/book/46894.htm"
"186"	"天降鸿运"	"青盲"	"27.7万点击"	"80.2万字"	"[都市, 校园, 脑洞满天飞]"	"27推荐"	"  一场不为人知的变故，让少男少女进入了一个惊人的时代，异能觉醒了。  陆逊和地球生命站在了同一个起点上，却有了让所有生命望尘莫及的能力，命运的掌控者。  你，想掌控命运吗？ "	"更新时间：2020-08-17 14:04:51"	"http://www.shuhai.com/book/54613.htm"
"187"	"灵医神婿"	"静待成魔 ."	"30.0万点击"	"144.3万字"	"[玄幻, 小农民, 热血, 修仙, 山村]"	"51推荐"	"  媳妇给带了绿帽子之后，李升卿不小心得到灵医传承，就看他如何报复，游走于土豪和美女中间，在乡间中浪出一曲荡气回肠的颂歌！ "	"更新时间：2021-12-27 17:29:22"	"http://www.shuhai.com/book/57540.htm"
"188"	"超级破坏系统"	"灭世神火"	"60.7万点击"	"151.0万字"	"[都市, 系统, 升级]"	"216推荐"	"  流水工陈希被砸东西就赚钱系统选中，一夜从流水工成为了逆天神豪。  “叮！恭喜宿主成功砸碎玛莎拉一辆，原价五百万，获得五倍暴率，两千五百万！请问是否提现？”  “叮！恭喜宿主成功砸碎帝山翡翠一块，原价三百万，获得五倍暴率，一千五百万！请问是否提现？”  “叮！恭喜宿主成功砸碎兰勃基妮跑车一辆，原价一千万，获得五百暴率，五千万！请问是否提现？”  就这样，陈希在系统的带动下，砸砸砸，从一个平庸的流水工砸成了亿万神豪！  更为可怕的是，其他人只是用系统赚钱，这家伙还能用系统买命！  五百万一天！一个亿包年！反正死不了，还钱多，不服也不行！ "	"更新时间：2021-03-01 09:31:00"	"http://www.shuhai.com/book/59761.htm"
"189"	"霞光万道"	"冯学全"	"26.8万点击"	"37.2万字"	"[都市, 小农民, 阳光, 励志, 大圆满]"	"0推荐"	"  从余氏家族三代人，随着时代变迁，婚姻、家庭、生育等，传统观念的改变，呈现了上世纪八十年代中期开始至今，祖国翻天覆地变化，有二胎政策的及时利好，有援藏干部英雄事迹，有身残志坚的普通青年，更有儿女情长的琐碎之事，是一部以小人物家族和基层行业建设来表现大时代的正能量作品。  "	"更新时间：2021-03-27 07:31:59"	"http://www.shuhai.com/book/101566.htm"
"190"	"山海经之仙机变"	"果燃"	"950.7万点击"	"142.4万字"	"[玄幻, 冒险]"	"20827推荐"	"  若要修仙，先学立人；若要为人，先下地狱。  生于仙界，被贬凡尘，  斗尽仙妖，创世之神。 "	"更新时间：2019-09-23 10:45:08"	"http://www.shuhai.com/book/40226.htm"
"191"	"妖凡修仙传"	"星躔月"	"562.4万点击"	"188.6万字"	"[修真, 升级, 爽文]"	"12推荐"	"  朝霞初露的星月峰，每一天都带着对师父的崇拜，对大师姐的倾慕，对大师兄的敬佩，默默努力希望能够看到他们的背影，身后还跟着从小一起长大的小师妹，原本以为这样的日子会一直持续下去，原本以为师姐和师兄会成为让人羡慕的侠侣，然而，惊天的变故悄悄地接近了山上小小的门派，身世和这个江湖都变得复杂而令人困惑 "	"更新时间：2018-09-17 10:12:47"	"http://www.shuhai.com/book/45204.htm"
"192"	"湘西诡闻录"	"农夫仙拳"	"534.1万点击"	"158.5万字"	"[悬疑, 冒险]"	"5230推荐"	"  为给表哥治病，我去了湘西，没想到，在这里遇上一名邪恶的阴阳师，他将我炼制成天底下最厉害的僵尸——人尸。在一名神秘强大的神婆帮助下，我成为了一名重案组刑警，拜入马家最后一名女主为师，学习道法。巨型蜘蛛、千年九尾狐、天煞与地煞……女鬼与人性，善良与阴谋，我经历了一件又一件诡异事件，一步一步踏上了神秘莫测的灵异界。而我的身世之谜、二十年前灵异界那场血雨腥风的惊人事件渐渐浮出水面…… "	"更新时间：2016-09-10 06:30:01"	"http://www.shuhai.com/book/38509.htm"
"193"	"超级药王"	"菜包本尊"	"370.6万点击"	"208.0万字"	"[都市, 神医, 练功流, 升级, 山村]"	"64推荐"	"  你要仙草，神药？  没有。  不过么，和它们一样可以治你的病的药材要么？  告诉你，效果虽然弱一些，但一样可以治好额。不过就是时间长一些而已，还有些贵。  要啊？那就好，秘书，带他去交钱。然后找三太太拿药。 "	"更新时间：2019-06-15 22:00:00"	"http://www.shuhai.com/book/46207.htm"
"194"	"从今天开始当厨神"	"截教月半散仙"	"42.1万点击"	"92.0万字"	"[玄幻, 系统, 升级, 剑, 勇猛]"	"5824推荐"	"  这是一场高位者的博弈，命运的棋子接连出现，绝不接受命运的摆布。  这是一本神奇的小说，你相信当厨子也能当出一个绝世武者吗？  追寻的途中，发誓要当一个厨道国手的武道至尊，做菜打架寻母交友四不误！ "	"更新时间：2020-05-17 18:09:46"	"http://www.shuhai.com/book/54615.htm"
"195"	"红色辉煌"	"开水豆腐"	"243.1万点击"	"191.7万字"	"[都市, 山村, 励志, 大圆满]"	"12889推荐"	"  八十年代后，陕西地区的人们在在党和政府的领导下，在绝好的形势下努力创造好的生活历程。具体以永兴村为缩影，讲述了永兴村中的村民之间的纷纷扰扰恩怨情仇，尽管拥有矛盾可是又互相依靠彼此理解共同读过难关。故事自方义成因贫穷自初三辍学之后开始，他并未放弃自己，积极参加劳动，勇于创拓佳绩，承包蚕农场，历经几次起起落落，他勤劳致富并且带领全村及周边的人奔向美好生活。 "	"更新时间：2021-11-25 14:00:00"	"http://www.shuhai.com/book/56848.htm"
"196"	"九黎天荒"		"757.0万点击"	"64.3万字"	"[玄幻, 强者, 修仙]"	"1749推荐"	"  无上仙帝，君临仙古，一念破洪荒。  冥族之主，沉眠永寂，魔威撼九天。  一名羸弱的少年背负着无解的因果宿命，终于在万般轮回中苦苦挣扎出一条逆天之路。  这一世，我定要让这八方云动，九黎天荒！ "	"更新时间：2023-12-15 10:45:12"	"http://www.shuhai.com/book/111503.htm"
"197"	"傲剑修仙传"	"西风殇"	"69.9万点击"	"108.8万字"	"[修真, 丹药]"	"579推荐"	"  中土上，蛮荒中，我用手中之剑开辟出一条我的道路。  仙界里，神界中，我会以自己的方式成为剑神。  当我成为剑神的那一刻起，大地将颤抖，众生皆匍匐。 "	"更新时间：2021-01-11 16:15:35"	"http://www.shuhai.com/book/1960.htm"
"198"	"全能兵王混都市"	"疯狂飞机"	"336.2万点击"	"130.6万字"	"[都市, 兵王]"	"1186推荐"	"  全球超强的兵王林风回到中海市，寻找基因改造恢复药物，却丢了钱包困在影视城怎么办，急……在线等。在神秘组织，他是杀人不眨眼的超强兵王，令敌人闻风丧胆；在都市，在美女从中他左拥右抱，风流倜傥赢得一片芳心！ "	"更新时间：2018-12-09 23:00:00"	"http://www.shuhai.com/book/46038.htm"
"199"	"神魔天尊"	"天下第一帅"	"55.2万点击"	"128.4万字"	"[玄幻, 强者]"	"48推荐"	"  大千世界，武道为尊，万族争霸。  一代主宰重生，种种不公让他红了眼，  既然战，那便踏碎苍穹！ "	"更新时间：2019-05-16 16:55:44"	"http://www.shuhai.com/book/48251.htm"
"200"	"关中大道"	"李子丰"	"195.3万点击"	"40.2万字"	"[都市, 小农民, 强者, 热血, 励志]"	"0推荐"	"  柿园三结义的三兄弟，大哥杨管官，一个“特殊时期高中生”，一个在砖瓦窑讨生活的窑工，赶上改革开放的春潮，由此开启一段传奇人生，成为遐迩闻名的民营企业家。以三兄弟为主线，穿插描述，立体演义。涉及中华传统文化、古希腊文化、宗教文化、关中民情民俗，横看是一段段历史的横切面，纵观是长幅社会生活画卷。全篇深度挖掘生活，正视社会问题，真实地塑造了一群艺术形象，具有浓厚的生活气息。 "	"更新时间：2021-07-12 10:30:00"	"http://www.shuhai.com/book/58978.htm"
"201"	"赶阴匠"	"黄道吉"	"20.1万点击"	"9.9万字"	"[悬疑, 山村, 励志]"	"40推荐"	"  荒山野岭见到独眼儿狐狸、磕头的黄皮子、断了尾的青蛇以及瘸了腿的狈千万要闭眼，回过身去磕头摇铃，否则后果不堪设想…… "	"更新时间：2020-10-16 21:50:34"	"http://www.shuhai.com/book/59009.htm"
"202"	"扎纸禁忌"	"月华风柔"	"222.8万点击"	"274.0万字"	"[悬疑, 脑洞满天飞]"	"216推荐"	"  我外公家是扎纸人的，民间有人去世，扎一些房子车子牛马轿子，总之是和白事打交道的行业，然而在我小时候一个暑假，却在外公家遇到了一个诡异的事情，看到了一些不该看的东西，更是看到了那个纠缠我一辈子的诡异女孩，从哪之后我就不敢再去外公家。  但是我万万没有想到，有一天我还必须回来，继承这个诡异的行业，因为我不去三年我就得死。 "	"更新时间：2022-10-07 09:31:00"	"http://www.shuhai.com/book/103793.htm"
"203"	"都市妖孽邪医"	"小猪乔治"	"24.5万点击"	"65.9万字"	"[都市, 神医]"	"33推荐"	"  身负邪医传承的主角秦羽为寻找灵医一脉从秦岭下山进入都市，邪医与灵医两脉爱恨纠缠了已经上千年，秦羽下山为的就是拿回医经，了却两脉之间的恩怨。 "	"更新时间：2022-04-08 20:00:00"	"http://www.shuhai.com/book/110091.htm"
"204"	"极品武侯"	"夏隐侯"	"68.4万点击"	"102.6万字"	"[玄幻, 废材流, 练功流, 升级, 修仙]"	"2408推荐"	"  掌天地灵气，握神秘圣器，武者灵师，四方诸侯，天下雄主，刘扬眼里尽皆土鸡瓦狗。  一个孱弱少年，穿越异世，在陌生的武修世界所向披靡，携美眷，争驸马，尽享齐人之福。横扫恶霸，尽诛枭雄，力挽社稷狂澜，震慑天下。 "	"更新时间：2012-12-06 09:21:20"	"http://www.shuhai.com/book/319.htm"
"205"	"超级英雄"	"截教小徒"	"40.8万点击"	"125.9万字"	"[都市, 励志, 轻松, 嚣张, 狡猾]"	"4推荐"	"  实力弱，我扮老虎吃猪；实力强，我扮猪吃老虎，  二十年前，我忙忙碌碌，一无是处，社会底层之蝼蚁，后半身遇风云化龙，直冲九霄，视众人为蝼蚁。 "	"更新时间：2020-11-17 10:24:27"	"http://www.shuhai.com/book/1332.htm"
"206"	"超级妖龙分身"	"傅兰山"	"127.0万点击"	"188.5万字"	"[玄幻, 热血]"	"1157推荐"	"  荒古大地以武为尊，妖兽遍地。  叶林意外获得一具妖龙分身，吞万物化元精，从此叶林杀戮天地四海，一柄长剑力破虚空。 "	"更新时间：2016-12-31 01:31:00"	"http://www.shuhai.com/book/39400.htm"
"207"	"诡案寻凶"	"月半墙"	"401.8万点击"	"106.6万字"	"[悬疑, 刑侦]"	"3765推荐"	"  是精神病人，还是天生警察？  是绝世天才，还是犯罪大师？  他们是最不像警察的警察，  他们是最不像罪犯的罪犯。  这里没有绝对的善良，  这里没有绝对的邪恶。  只有赤裸裸的事实。 "	"更新时间：2018-10-30 12:00:00"	"http://www.shuhai.com/book/40933.htm"
"208"	"鼎天"	"古道无声"	"266.0万点击"	"70.7万字"	"[玄幻, 强者, 热血, 争霸, 爽文]"	"5187推荐"	"  《2018开年力作》，收藏，推荐，就是对这本书最好的支持！  一兽相伴，一妖相随，出蛮荒，刃仇人，破界障；惩万恶，除不平，斩仙魔，踏鬼神，纵横天下；  美人相陪，佳丽苦等，无绝世风流却惹万千娥眉回首，或颦或笑……  一位长者对龙海说：“你名字的意义就是，龙越九天，海纳百川。”      "	"更新时间：2018-08-30 12:00:00"	"http://www.shuhai.com/book/45952.htm"
"209"	"我锻造了十万柄神剑"	"念墨殇"	"29.9万点击"	"92.2万字"	"[玄幻, 系统, 升级, 强者, 炼器]"	"86推荐"	"  万柄神兵随手起，一朝剑体定乾坤。  若问来者是何人，苍茫灵脉叶三爷。 "	"更新时间：2020-12-31 22:45:00"	"http://www.shuhai.com/book/57840.htm"
"210"	"星辰武帝"	"疯狂燃烧"	"144.6万点击"	"200.0万字"	"[玄幻, 强者]"	"55推荐"	"  九界征战，众帝陨落。  星辰大帝的一缕残魂融入到了神器星辰古珠之中，坠落凡尘。  薛昊本是没有武印种子的武道废柴，意外得到星辰古珠加持，从此执掌通天之力，战神斗魔，横扫九天！ "	"更新时间：2018-01-31 18:00:00"	"http://www.shuhai.com/book/41030.htm"
"211"	"战神赘婿"	"沉中侠本尊"	"32.3万点击"	"92.8万字"	"[都市, 战神, 脑洞满天飞, 马甲流]"	"23推荐"	"  十年前，他背负废物骂名，上门林家，窝囊离开。十年后，他一统西疆，强势归来。  喋血仇人血，高歌战神威。亲友背叛，奸计陷害，江城一路披荆斩棘，重现黑龙战神之威。 "	"更新时间：2020-11-09 03:03:00"	"http://www.shuhai.com/book/57330.htm"
